symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source,vietstock_profile_url,vietstock_financial_url
VCS,HNX,CTCP Vicostone,Vicostone JSC,STOCK,324.0,Vicostone,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,160000000,EXPANDED,https://finance.vietstock.vn/VCS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VCS/tai-chinh.htm?tab=BCTT
IMP,HOSE,CTCP Dược phẩm Imexpharm,Imexpharm Corporation,STOCK,325.0,Dược phẩm Imexpharm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,154042762,EXPANDED,https://finance.vietstock.vn/IMP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IMP/tai-chinh.htm?tab=BCTT
ACG,HOSE,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,STOCK,326.0,Gỗ An Cường,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,150787946,EXPANDED,https://finance.vietstock.vn/ACG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ACG/tai-chinh.htm?tab=BCTT
SGT,HOSE,CTCP Công nghệ Viễn Thông Sài Gòn,Sai Gon Telecommunication & Technologies Corporation,STOCK,327.0,Công nghệ Viễn Thông Sài Gòn,Dịch vụ truyền thông,Dịch vụ viễn thông,Dịch vụ viễn thông đa dạng,Communication Services,Telecommunication,Diversified Telecommunication Services,148003518,EXPANDED,https://finance.vietstock.vn/SGT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SGT/tai-chinh.htm?tab=BCTT
CHP,HOSE,CTCP Thủy điện Miền Trung,Central Hydropower Joint Stock Company,STOCK,328.0,Thủy điện Miền Trung,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,146912668,EXPANDED,https://finance.vietstock.vn/CHP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CHP/tai-chinh.htm?tab=BCTT
TNH,HOSE,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,STOCK,329.0,Bệnh viện TNH,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Health Care,Health Care Equip. & Services,Health Care Providers & Services,144181270,EXPANDED,https://finance.vietstock.vn/TNH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNH/tai-chinh.htm?tab=BCTT
MIE,UPCOM,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,STOCK,330.0,Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,141991500,EXPANDED,https://finance.vietstock.vn/MIE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MIE/tai-chinh.htm?tab=BCTT
HAN,UPCOM,Tổng Công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation ? JSC,STOCK,331.0,Xây dựng Hà Nội - CTCP,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,141048000,EXPANDED,https://finance.vietstock.vn/HAN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAN/tai-chinh.htm?tab=BCTT
DNP,HNX,CTCP DNP Holding,DNP Holding Joint Stock Company,STOCK,332.0,DNP Holding,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,140974846,EXPANDED,https://finance.vietstock.vn/DNP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DNP/tai-chinh.htm?tab=BCTT
SAS,UPCOM,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Southern Airports Services JSC,STOCK,333.0,Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,133481310,EXPANDED,https://finance.vietstock.vn/SAS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SAS/tai-chinh.htm?tab=BCTT
BMI,HOSE,Tổng Công ty cổ phần Bảo Minh,Bao Minh Insurance Corporation,STOCK,334.0,Bảo Minh,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,132642818,EXPANDED,https://finance.vietstock.vn/BMI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BMI/tai-chinh.htm?tab=BCTT
DHG,HOSE,CTCP Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,STOCK,335.0,Dược Hậu Giang,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,130746071,EXPANDED,https://finance.vietstock.vn/DHG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DHG/tai-chinh.htm?tab=BCTT
TRV,UPCOM,CTCP Vận tải Đường sắt,Railway Transport Joint Stock Company,STOCK,336.0,Vận tải Đường sắt,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,130368970,EXPANDED,https://finance.vietstock.vn/TRV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TRV/tai-chinh.htm?tab=BCTT
FIC,UPCOM,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Fico Corporation JSC,STOCK,337.0,Vật liệu Xây dựng số 1 - CTCP,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,127000000,EXPANDED,https://finance.vietstock.vn/FIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FIC/tai-chinh.htm?tab=BCTT
PSH,UPCOM,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,STOCK,338.0,Thương mại Đầu tư Dầu khí Nam Sông Hậu,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",126196780,EXPANDED,https://finance.vietstock.vn/PSH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSH/tai-chinh.htm?tab=BCTT
SEA,UPCOM,Tổng Công ty Thủy sản Việt Nam - CTCP,Vietnam Seaproducts Joint Stock Corporation,STOCK,339.0,Thủy sản Việt Nam - CTCP,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,125000000,EXPANDED,https://finance.vietstock.vn/SEA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SEA/tai-chinh.htm?tab=BCTT
DRH,HOSE,CTCP DRH Holdings,DRH Holdings JSC,STOCK,340.0,DRH Holdings,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,124353866,EXPANDED,https://finance.vietstock.vn/DRH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DRH/tai-chinh.htm?tab=BCTT
SBH,UPCOM,CTCP Thủy điện Sông Ba Hạ,Song Ba Ha Hydro Power JSC,STOCK,341.0,Thủy điện Sông Ba Hạ,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,124225000,EXPANDED,https://finance.vietstock.vn/SBH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBH/tai-chinh.htm?tab=BCTT
BTS,HNX,CTCP Xi măng VICEM Bút Sơn,Vicem But Son Cement Joint Stock Company,STOCK,342.0,Xi măng VICEM Bút Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,123559858,EXPANDED,https://finance.vietstock.vn/BTS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BTS/tai-chinh.htm?tab=BCTT
BCC,HNX,CTCP Xi măng Bỉm Sơn,Bim Son Cement JSC,STOCK,343.0,Xi măng Bỉm Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,123209812,EXPANDED,https://finance.vietstock.vn/BCC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BCC/tai-chinh.htm?tab=BCTT
VOC,UPCOM,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,Vietnam Vegetable Oils Industry Corporation,STOCK,344.0,Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,121800000,EXPANDED,https://finance.vietstock.vn/VOC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VOC/tai-chinh.htm?tab=BCTT
TEG,HOSE,CTCP Năng lượng và Bất động sản Trường Thành,Truong Thanh Energy and Real Estate JSC,STOCK,345.0,Năng lượng và Bất động sản Trường Thành,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,120806562,EXPANDED,https://finance.vietstock.vn/TEG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TEG/tai-chinh.htm?tab=BCTT
PTI,HNX,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,STOCK,346.0,Bảo hiểm Bưu điện,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,120592129,EXPANDED,https://finance.vietstock.vn/PTI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTI/tai-chinh.htm?tab=BCTT
DNW,UPCOM,CTCP Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,STOCK,347.0,Cấp nước Đồng Nai,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,120000000,EXPANDED,https://finance.vietstock.vn/DNW/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DNW/tai-chinh.htm?tab=BCTT
NCG,UPCOM,CTCP Tập đoàn Nova Consumer,Nova Consumer Group Joint Stock Company,STOCK,348.0,Nova Consumer,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,119784325,EXPANDED,https://finance.vietstock.vn/NCG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NCG/tai-chinh.htm?tab=BCTT
DSP,UPCOM,CTCP Dịch vụ Du lịch Phú Thọ,Phu Tho Tourist Service JSC,STOCK,349.0,Dịch vụ Du lịch Phú Thọ,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",118684000,EXPANDED,https://finance.vietstock.vn/DSP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DSP/tai-chinh.htm?tab=BCTT
BIC,HOSE,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIDV Insurance Corporation,STOCK,350.0,Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,117276895,EXPANDED,https://finance.vietstock.vn/BIC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BIC/tai-chinh.htm?tab=BCTT
TCI,HOSE,CTCP Chứng khoán Thành Công,Thanh Cong Securities Company,STOCK,351.0,Chứng khoán Thành Công,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,115620964,EXPANDED,https://finance.vietstock.vn/TCI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TCI/tai-chinh.htm?tab=BCTT
GDA,UPCOM,CTCP Tôn Đông Á,Ton Dong A Corporation,STOCK,352.0,Tôn Đông Á,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,114691510,EXPANDED,https://finance.vietstock.vn/GDA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GDA/tai-chinh.htm?tab=BCTT
PBC,UPCOM,CTCP Dược phẩm Trung Ương 1- Pharbaco,Pharbaco Central Pharmaceutical JSC No.1,STOCK,353.0,Dược phẩm Trung Ương 1- Pharbaco,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,113299902,EXPANDED,https://finance.vietstock.vn/PBC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PBC/tai-chinh.htm?tab=BCTT
NHH,HOSE,CTCP Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,STOCK,354.0,Nhựa Hà Nội,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,112964000,EXPANDED,https://finance.vietstock.vn/NHH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NHH/tai-chinh.htm?tab=BCTT
TDH,HOSE,CTCP Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,STOCK,355.0,Phát triển Nhà Thủ Đức,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,112652767,EXPANDED,https://finance.vietstock.vn/TDH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TDH/tai-chinh.htm?tab=BCTT
MSH,HOSE,CTCP May Sông Hồng,Song Hong Garment Joint Stock Company,STOCK,356.0,May Sông Hồng,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",112521020,EXPANDED,https://finance.vietstock.vn/MSH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MSH/tai-chinh.htm?tab=BCTT
JVC,HOSE,CTCP Thiết bị Y tế Việt Nhật,Japan Vietnam Medical Instrument Joint Stock Company,STOCK,357.0,Thiết bị Y tế Việt Nhật,Chăm sóc sức khỏe,Thiết bị và dịch vụ chăm sóc sức khỏe,Thương mại và dịch vụ chăm sóc sức khỏe,Health Care,Health Care Equip. & Services,Health Care Providers & Services,112500171,EXPANDED,https://finance.vietstock.vn/JVC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/JVC/tai-chinh.htm?tab=BCTT
BRR,UPCOM,CTCP Cao su Bà Rịa,BaRia Rubber Joint Stock Company,STOCK,358.0,Cao su Bà Rịa,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,112500000,EXPANDED,https://finance.vietstock.vn/BRR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BRR/tai-chinh.htm?tab=BCTT
TLH,HOSE,CTCP Tập đoàn Thép Tiến Lên,Tien Len Steel Group Joint Stock Company,STOCK,359.0,Thép Tiến Lên,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,112320017,EXPANDED,https://finance.vietstock.vn/TLH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TLH/tai-chinh.htm?tab=BCTT
TVB,HOSE,CTCP Chứng khoán T-Cap,T-Cap Securities Joint Stock Corporation,STOCK,360.0,Chứng khoán T-Cap,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,112097019,EXPANDED,https://finance.vietstock.vn/TVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVB/tai-chinh.htm?tab=BCTT
TDM,HOSE,CTCP Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,STOCK,361.0,Nước Thủ Dầu Một,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,111100000,EXPANDED,https://finance.vietstock.vn/TDM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TDM/tai-chinh.htm?tab=BCTT
HAP,HOSE,CTCP Tập đoàn Hapaco,Hapaco Corporation,STOCK,362.0,Hapaco,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,111097772,EXPANDED,https://finance.vietstock.vn/HAP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAP/tai-chinh.htm?tab=BCTT
PGI,HOSE,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Petrolimex Insurance Corporation,STOCK,363.0,Bảo hiểm Petrolimex,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,110896796,EXPANDED,https://finance.vietstock.vn/PGI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGI/tai-chinh.htm?tab=BCTT
TVC,HNX,CTCP Tập đoàn Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,STOCK,364.0,Quản lý tài sản T-Corp,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,110610670,EXPANDED,https://finance.vietstock.vn/TVC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TVC/tai-chinh.htm?tab=BCTT
MTA,UPCOM,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Ha Tinh Minerals and Trading Joint Stock Corporation,STOCK,365.0,Khoáng sản và Thương mại Hà Tĩnh - CTCP,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,110113591,EXPANDED,https://finance.vietstock.vn/MTA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MTA/tai-chinh.htm?tab=BCTT
MCM,HOSE,CTCP Giống Bò sữa Mộc Châu,Seed Moc Chau Dairy Cattle Corporation JSC,STOCK,366.0,Giống Bò sữa Mộc Châu,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,110000000,EXPANDED,https://finance.vietstock.vn/MCM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MCM/tai-chinh.htm?tab=BCTT
VPD,HOSE,CTCP Phát triển Điện lực Việt Nam,Vietnam Power Development Joint Stock Company,STOCK,367.0,Phát triển Điện lực Việt Nam,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,106589629,EXPANDED,https://finance.vietstock.vn/VPD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VPD/tai-chinh.htm?tab=BCTT
DL1,HNX,CTCP Tập đoàn Alpha Seven,Alpha Seven Group JSC,STOCK,368.0,Alpha Seven,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,106236094,EXPANDED,https://finance.vietstock.vn/DL1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DL1/tai-chinh.htm?tab=BCTT
MVB,HNX,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Vinacomin - Vietbac Mining Industry Holding Corporation,STOCK,369.0,Công nghiệp mỏ Việt Bắc TKV - CTCP,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",105000000,EXPANDED,https://finance.vietstock.vn/MVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MVB/tai-chinh.htm?tab=BCTT
BMJ,UPCOM,CTCP Khoáng sản Miền Đông AHP,Easterns AHP Minerals Joint Stock Company,STOCK,370.0,Khoáng sản Miền Đông AHP,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,104999978,EXPANDED,https://finance.vietstock.vn/BMJ/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BMJ/tai-chinh.htm?tab=BCTT
IVS,HNX,CTCP Chứng khoán Guotai Junan (Việt Nam),Guotai Junan Securities (Vietnam) Corp.,STOCK,371.0,Chứng khoán Guotai Junan (Việt Nam),Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,104923336,EXPANDED,https://finance.vietstock.vn/IVS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IVS/tai-chinh.htm?tab=BCTT
PRE,HNX,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation,STOCK,372.0,Tái bảo hiểm Hà Nội,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,104400000,EXPANDED,https://finance.vietstock.vn/PRE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PRE/tai-chinh.htm?tab=BCTT
G36,UPCOM,Tổng Công ty 36 - CTCP,36 Corporation,STOCK,373.0,36 - CTCP,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,103745067,EXPANDED,https://finance.vietstock.vn/G36/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/G36/tai-chinh.htm?tab=BCTT
CMX,HOSE,CTCP Camimex Group,Camimex Group JSC,STOCK,374.0,Camimex Group,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,101898990,EXPANDED,https://finance.vietstock.vn/CMX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CMX/tai-chinh.htm?tab=BCTT
TTB,UPCOM,CTCP TTBGroup,TTBGroup Joint Stock Company,STOCK,375.0,TTBGroup,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,101509583,EXPANDED,https://finance.vietstock.vn/TTB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TTB/tai-chinh.htm?tab=BCTT
HAR,HOSE,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien JSC,STOCK,376.0,Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,101350100,EXPANDED,https://finance.vietstock.vn/HAR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HAR/tai-chinh.htm?tab=BCTT
